produk,user,review,klasifikasi
moisturizer the body shop,Salsabilevy,beli paket toner sabun cuci muka tarik banget kemas fliptop samping rasa kulit wajah halus pakai moisturizer fragrancenya agak kuat sayang produk tidak cocok bikin komedoan tumpuk,negative
moisturizer the body shop,aidewi1710,ngerasa cocok sm tonernya goda beli night lotion sm masknya tidak cocok mukakuhiks merah merah gatal jual butuh silah hubung wa rp rb moisturizer night lotion sm night mask night mas ma night lotion pakai moist pakai,negative
moisturizer the body shop,amelyano,nyoba fikir cocok kulit mattifying tu gacocok kan ya sudah pindah kesini ehhh doesnt work kulit jerawat,negative
moisturizer the body shop,HanaRossy,tidak cocok pakai hiks bikin kulit kering tidak pengaruh jrwtnya tmen cocok pakai pakai renti tidak lembabnya jatuh kering kulit,negative
moisturizer the body shop,irinews,pakai seri tea trea body shop sayang jerawat tidak nolong komedo tidak ngaruhnya repurchase kali harap sapa krg pakainyatp bulan pakai tidak maju stop maka,negative
moisturizer the body shop,intaanseptiani,pakai kulit jerawat kulit jerawat butuh pelembab tekstur terang tidak greasy wangi agak balsem soothing cuman sayang tidak cocok bikin jerawat tambah hiks so good bye,negative
moisturizer the body shop,inez88,pelembab pakai muka efek perih cocok pakai kulit kombinasi mungkin tidak cocok kandung tea tree packaging lumayan oke bawa traveling,negative
moisturizer the body shop,martinhori,pribadi suka brand product body shop klaim produk vegan tidak guna binatang bahan coba produk produk varian tea treenya ampuh bingits ngebasmi jerawat jijik wajah produk produk sulit cinta cocok banget facial wash toner and serum varian tea tree body shopproduk statement tahan minyak wajah atas jerawat melembabkan wajah iya nama moisturizer sayang muka kayak panci habis masak telor kenal juga bagai minyak dimanamana produktifitas minyak wajah tingkat drastis muka peras minyak pakai goreng ikan lele terenyuh sayang hasil harga bilang mahal pelembab ukur mloh jerawat parah sayang tuju beli produk biar jerawat sembuh parah saran teman teman wajah minyak break out obat dokter please cari produk guna tertawa manfaat tidak bikin kantong jebol cyinnnnnn,negative
moisturizer the body shop,mhyta,didnt workawalnya beli harap bantu bikin kulit kalem pas beli jerawat pakai segi tekstur bau enak kayak tidak nyerap tidak pengaruh urus jerawat,negative
moisturizer the body shop,krasota,beli paket rangkai tea tree tbs tidak cocok kulit apa product tea treenya tbs lotionnya lightweight greasy kulit wajah daerah tzone lotion nyerapnya kayak susah kulit kulit wajah jerawat pakai tea tree clearing lotion pakai,negative
moisturizer the body shop,desysum,pakai produk pelembab aman kulit wajah jerawat parah harap kulit tetep lembab ngalemin jerawat tapiii pakai ko wajah gelap kusam tidak seger tahan tidak percaya diri jerawat kempes stop,negative
moisturizer the body shop,misschocola,produk ringan cepat resap kulit awal pakai kulit matte jam pakai kulit minyak kandung zat buat kulit matte buat kulit dehidrasi picu kulit produksi minyak sayang suka night lotionnya,negative
moisturizer the body shop,SantiSusantii,pakai tidak cocok wajah panas bgtsya jual harga murah daerah tangerang cod tang city mall daerah wa terimakasih,negative
moisturizer the body shop,rdaa,ganti design packaging ubah formula bikin wajah matte banget jerawat aktif radang serbasalah make jerawat timbul wangi kaya kayu putih efek mintnya minyak produksi,negative
moisturizer the body shop,Idaefrida99,beli gantiin cream dok yp ngerasa parah ruam mukut bikin clogged pore nyetok buka gacocok so sad,negative
moisturizer the body shop,Charlenesutaripin,sedih tidak pengaruh kirany pengaruh hilangin jerawat sm bruntusan trnyt tidak tidak efek tidak jerawat trus kontrol oily bagus habis pakai tidak bikin minyak matte,negative
moisturizer the body shop,monikastvnn,memang udahlah tidak cocok produk tea tree bikin muka panassssss kayak kenapasih bayangin panas muka cuci muka pakai toner pakai krim waw asa simulasi roti panggang wajah hmm ajadeh untung jual,negative
originote moisturizer,Thrriska,normal but mostly dry skin kayak melembabkan turut terksturnya gel baur watery serap kulit and its gone even layer good newsnya aman tidak aneh kulit melembabkan oily skin coba affordable banget ukur segitu moist pagi malam,negative
originote moisturizer,purplefav,sayang tidak cocok mois bilang bagus suka segi tekstur ingredientsny tidak anehaneh harga kantong ajar banget pakai tipistipis skip toner serum pokok bahan aktif pakai muncul bentol merah jerawat malam hilang singkat muncul jerawat merahmerah pipi jerawat sakit hidung tidak jerawat daerah stop pakai mois oil controlny rasa banget isiny alhasil tidak kepake,negative
originote moisturizer,firyalane,penasaran habis nonton youtube richard bahas produk overclaim pas coba beneran hasil pakai melembabkan tidak ada uang wajar tidak salah harga murah banget tidak recommen cari moisturizer melembabkan jaga skinbarrier tidak claim,negative
originote moisturizer,HendrikaValeskaAndhela,moisturizer tidak pengaruh apaapa kulit moisturizer enak tekstur gel ringan agak butuh serap kulit tidak aroma aneh aman moisturizer agak lengket gampang banget uap awal lembab tidak kelembaban hilang kulit kering apply suka,negative
originote moisturizer,Elazuna,maaf tidak recommen kulit kering tidak lembab in keunggulanya memang ringan banget pelembab melembabkanya tidak harga kualitas tidak tipu repurchase big tidak maaf,negative
originote moisturizer,salsabilanadia,tekstur moisturizer gel aloe vera easy to blend gampang serap aroma terang tidak ganggu formula melembabkan kulit kering banget mungkin tekstur terang maksimal melembabkan,negative
originote moisturizer,blrsty,big tidak for this product niat beli giur sm review tiktok bagus banget memang moisturizer mau tahu urus orang beli beli paket acne kulit normal tidak ada uang jerawat komedoan muncul jerawat bagi pipi bingung ngilangin jerawat onoff gede rasa produk,negative
originote moisturizer,yasmiiinnna,tidak moisturizer originote bentuk tube tidak cocok kulit bruntusan kandung variant type gel tidak cocok kulit kusam keluar jerawat dam,negative
originote moisturizer,meizha,product overrated tekstur cair melembabkan kulit kering beli tidak ready stock kualitas b nunggu pre order agak cocokkkk,negative
originote moisturizer,anisapram,pakai bulan mmmm jujur kulit oily aga moist suka tekstur gampang nyerep ambil dikit ajatuh muka repurchase mmm kayak tidak,negative
originote moisturizer,claudialabertha,iseng cobain moisturizer gara moisturizer pakai habis promo guardian daan wajah cocok finishnya lengket ganyaman pakai malam tidur pakai pagi ok base make up jadi gakulanjutin pakai babay,negative
originote moisturizer,firyalane,penasaran habis nonton youtube richard bahas produk overclaim pas coba beneran hasil pakai melembabkan tidak ada uang wajar tidak salah harga murah banget tidak recommen cari moisturizer melembabkan jaga skinbarrier tidak claim,negative
originote moisturizer,AnisaNuratmi,tekstur agak encer moisturizer warna bening kena kulit auto leleh wangi sorf suka harga jangkau isi try produk bilang bagus level produk biru ngomong-ngomong cocok produk biru sayang banget dia nimbulin jerawat merah kecil melembabkan kulit kering pakai malam pagi kaya kusam minyak pori besar,negative
originote moisturizer,miraayup,overhyped toktok recommen hmmmm not really good enough for my skin dupe skinitip nopeee harga murah bngt kemas gede bngt tekstur turut agak encer gasihhh tt trus efek kulit bikin bruntusan sayang bngt tidak ngefek intinyaaa,negative
originote moisturizer,Roselika,terrtarik tekstur gel bening make hampir jar tidak bau aplikasi lumayan dingin lengket nyaman jar tidak ubah signifikan pas adang kulit yang timbul jerawat komedo merah make serum b niacinamide henti make serum harap make ngeredain kandung barriernya nambah jerawat beruntus nama skincare cocok tidak cocok,negative
originote moisturizer,ainiii07,repurchase ringan banget tapiiiii melembabkan kulit acne prone pakai banyak bikin kulit lengket tidak ngelembapin bikin kulit keringgg tidak repurchase saddddd repurchase ringan banget tapiiiii melembabkan kulit acne prone pakai banyak bikin kulit lengket tidak ngelembapin bikin kulit keringgg tidak repurchase,negative
originote moisturizer,ayunadinee,murah kulit oily moisturizernya ringan tidak bikin jerawat easy to absorb mungkin claimnnya melembabkan doang tidak ada uang efek nyoba moinsturizer tidak repurchase,negative
originote moisturizer,vaniaaarp,tekstur gel gampang banget serap kulit bikin moist alam tidak senang moisturizer racun tiktok pakai melulu fyp moisturizer habis coba beli originote harga super cheap kayak why not daaaan entah kayak adang kulit yang timbul jerawat komedo merah gara gara konsul dokter halodok suruh stop pakai skincare include moisturizer better wajah huhuhu sayang i want to love this moisturizer but i cant,negative
originote moisturizer,darrrra_,beli fomo nguji kulit kayak coba bulan pakai rasa moist kasih calming kulit wajah sisi melembabkannya kulit oily jujur banget tipe moisturizer super watery,negative
originote sunscreen,gneeta,harga kualitas wangi tidak banget sengat tekstur enak akuu cepat serap pas diapply kaya dingindingin sayang ngebuat muka breakot parah,negative
originote sunscreen,novyaaas,rada gayakin agak benerbener efek minus tekstur formula bagus ringan cepat kering gawhitecast mantul adang kulit yang timbul jerawat komedo merah kirain efek obat parah ganti sunscreen bumps muncul kurang aroma kayak cabe lawak acceptable tidak repurchase murah mantul maaf sini,negative
originote sunscreen,Diyanaell,tekstur cream ringan muka dia ngerasa kusam kulit minyak make minyak agak perih mata segi harga memang affordable banget sunscreen spf,negative
originote sunscreen,Haura,jujur sunscreen ringan kaya air masuk bikin kusam turut segi harga jangkau harga turut originote oke bikin kusam pakai sunscreen tetep pakai bedak,negative
originote sunscreen,Xenanuriana,awal banget viral coba beli reviewnya bilang ringan banget segi tekstur cream ringan muka oily skin bikin minyak perih banget kena mata moment pakai sunscreen hujan jalan perih banget plis improve coba moga beneran tidak perih mata baru,negative
originote sunscreen,tisca_lestari,beli bundle biar hemat overal product so so tidak banget facewashnya sensasi lembab after use moisturizernya maaf kulit welcome tekstur sunscreen lumayan bagus tidak bikin adang kulit yang timbul jerawat komedo merah bruntusan bikin minyak banget beli product sunscreen mungkin skip,negative
originote sunscreen,PrisilaM,tidak cocok bikin kulit iritasi bagi samping hidung sudut bibir pakai lanjur beli pakenya akal time tidak beli,negative
originote sunscreen,ajengayuputrik,makan iklan jujur suka sm ss kaya gin sangatsangat bikin gerah tekstur enak gampang blend gatau hasil minyak perih mata huhu gasukaaa mungkin kulit kering suka agak bikin lembab,negative
originote sunscreen,DivaNabila17,sunscreen enak banget muka tidak minyak lumayan cepat nyerep perih mataa ituu bikin sedih kecewa suka banget baca produk suruh hindar area mata kan mata butuh proteksi,negative
originote sunscreen,deysmara,pakai rangkai originote nyoba alih sunscreen beli reformulasi berita tetep pedih mata pakai hari panas make up tetep pedih spf segitu terang golong ringan banget dipakenya butuh nyerap iseng test pakai aktivitas ekstrim mancing sunscreen satu habis ss tidak nahan berani claim gin hobi mancing pakai merk sun burnnya tidak parah bilang tidak sun burn gosong dikit wajar pakai sayang banget muka sun burn parah bilang parah perih panas gatal apply double layer harap kena panas hari repurchase big tidak lebih baik cari agak mahal dikit benar kulit,negative
originote sunscreen,NurulDiah,watery banget tidak sihagak nyerapnya trus asa pedih mata adahal bi tidak formula tetep pedih dimatahikshiksjadi habis applykudu taburin bedak tabur sekitar mata biar tidak beeasa pedih pas keringetangak nyaman keringetan trus pedih,negative
originote sunscreen,mahisha,kesal banget yahhh pakai sunscreen mata perihhhh kan beli sayang tidak pakai pakai tidak kuat perih enak tekstur mudah diblend tidak whitecase spf pa tidak kuat perih mata,negative
originote sunscreen,canaconstance,pakai sun screen kali tidak buat muka jerawat kulit oily sensitif kaya pakai bikin oily pas aplikasiin khas aroma sunscreen banget produk kaya agak cair campur minyak bikin kaya nempel muka tidak mudah resap akukalo beli jawab mungkin coba,negative
originote sunscreen,zuhrotulmufidah,beli sunscreen flash sale shopee isengiseng cobain sunscreen harga murah packaging cantik warna putih mint sunscreen kemas dalam botol tube mudah keluar produk tekstur warna putih cair aplikasi mudah serap finishnya oily tipe kulit oily sunscreen minyak kulit kering mungkin suka tekstur sunscreen,negative
originote sunscreen,Salyun,tidak pakai sunscreen awal buka bau sengat kayak kimiawi enak coba pakai make up finishnya tidak ringan tekstur enak terang gampang blend cepat serap tidak bikin make up rusak mata perih pakai ss perih air bikin tidak fokus aktivitas beli officialbrand tidak pakai,negative
originote sunscreen,Anrosita,coba sunscreen penasaran bagus rasain agak nyaman kulit ngerasain kayak cepat banget abis produk lumayan bagus repurchase kayak coba cari produk,negative
originote sunscreen,Vhey28,tekstur watery bangeettt lumayan ngeset kulit bikin perih mata bikin komedoan bikin kusam proteksi oke dg harga segitu worth to buy pribadi repurchase kye tidak maaf,negative
originote sunscreen,LyraAckerman,tekstur watery pas apply cepat banget ngeset ruas jari aman rasa muka kayak minyak pakai ruas jari minyak banget muka pedih mata sulit buka mata wangi kayak sunscreen tangan pedes banget mata,negative
originote sunscreen,a7xkxk,beli teman teman sekolah mostly pakai sunscreen harap cocok harga affordable isi lumayan tidak tt pakai kulit kusam minyak lumayan lengket pakai sunscreen timpuk bedak tidak kusam tidak lengket tidak gampang masuk debu,negative
originote sunscreen,Kikojasica,formula bikin mata perih tetep ganggu banget sunscreen bikin pusing kepala tidak agak kusam minyak pakai moga reformulasi,negative
originote sunscreen,heyprincesshere,product seliwer tiktok beli harga murah tekstur enak hitung hitung support product lokal i love local product pas pakai aga kusam timpa bedak product china indo repurchase tidak bikin kusam but i love tekstur,negative
originote sunscreen,Naifahh,kulit org beda hasil kulit hasil kusam tidak ada uang oil control beruntus tidak parah kulit normal to dry kayak cocok silah dicobaaa moga,negative
originote sunscreen,dindamahardikaa,big tidak banget sunscreen sehype bodoh banget yahhh bikin kulit kusam banget ditimpah make up peeling parah tidak timpah make up bikin kulit oily oily capek bangettttt,negative
originote sunscreen,Catriona_gray,produk originote beli salah waras tekstur creamy mudah aplikasi formula cepat resap tidak greasy tidak tinggal white cast muka bilang perih mata oke ajasih tidak kesan perih anyway tube packagingnya cakep,negative
originote sunscreen,kookie6,murah serap cepat ringan tidak pilling mata perih banget pakai formula coba tidak pakai kelopak mata kulit oily sunscreen langsung umum bebas dan rahasia minyak wajah turun mata sunscreen pakai indoor sunscreen keluar sebentar,negative
originote sunscreen,queensfave,beli heboh bilang bagus pas beli heboh bilang perih pakai sunscreen sunscreen bikin mata perih menang reformula oke perih cuman tidak parah aroamnya mirip plastik bilang tekstur enak suka bikin kit normal oily tidak nyaman untung tidak bikin bo lumayan oke ss badan,negative
originote sunscreen,dwndhrst,tidak beli sunscreen formula tidak bikin pedih mata pas pakai pedih banget kena air kena mata bikin mata merah tekstur cream tidak cair gampang blend kilap banget muka bikin kusam enak tidak peeling tidak lengket,negative
originote sunscreen,puputtmetta,tidak cocok sunscreen tidak serap meski wajah kering kerontang simpel sumuk bikin kusam aroma tidak suka coba single use cuci muka tetep hati kulit tidak terima huhuu tidak bikin adang kulit yang timbul jerawat komedo merah buang pakai handcream tandain gabakalan beli coba suka coba coba,negative
originote sunscreen,MiniMine20,bought this sunscreen as a whole set but its just doesnt work out for me it has a weird smell and its just too oily for my preferences it has a high spf protection and doesnt stink eyes so this might work for someone else who enjoys glowy finish,negative
originote sunscreen,JulyasShn,produk bau banget nyengat banget muka beruntus kusam minyak plis banget tidak cocok tidak pakai ss bau bikin kusam plis banget murah,negative
originote sunscreen,Rianana01,formulasi tidak perih mata coba beli perih beli ofc store perih banget susah buka mata ss perih mata is a big turn off for me tidak repurchase kayak plus gampang blend melembabkannya oke tidak whitecase tidak pilling,negative
originote sunscreen,nadyaaelsa,huh enak diblendnya banyak tetep gampang diblendnya tekstur watery bawa wudhu bikin perih mata komedoan gasampe tube renti pakai,negative
originote sunscreen,lel_71,pakai wajah gosonggosong kayak habis jemur pantai sunblock pakai stop spf merk wajah normal cerah tidak gosong,negative
originote sunscreen,run3,perih banget formula formula ah asa bikin muka greasy kusam oily banget serasa make topeng say etapi malam cuci muka memang cerah dikit ingat ketidaknyamanan hari pakai ss tidak worth it ss enak pakai ss akhir ss badan,negative
originote sunscreen,nlaninaya,dalam rangka sunscreen best tidak white cast tidak pedih mata this produk kayak sebut atas kasih nilai not my tipe,negative
originote sunscreen,hanakurniasari,sunscreen bikin mata perihh banget nyoba tidak sadar mata perih produk pakai mata tetep rasa perih sampek merah keluar air mata sadar sebab produk formula tetep rasa perih banget mata tidak recommended mata sensitif kulit dry sunscreen bikin kusam agak oily,negative
originote sunscreen,wendyartika,beli bunddle sm produk turut segi tekstur aplikasi wajah enak ringan masalah pas apply atas makeup suka bikin longsor makeup pakai primer pribadi pakai sunscreen wajah kusam,negative
originote sunscreen,Sastika,liat cair lengket banget muka bikin wajah minyak hinyaiii tidak recommen kulit oily acne prone skin bikin beruntus bikin kusam beli bundle huhu rugi lebih baik kulit tangan kaki ajasih mungkin siasat,negative
originote sunscreen,alexandrawr,sunscreen tidak ringan gada oil controlnya kulit minyak harap make upnya aman siang bau oke keringetan suka pedih mata tidak whitecase alas kasih bintang tidak nyaranin beli penting nyaman pakai oil controlnya,negative
originote sunscreen,etiparatif,bau somehow ngingetin walang sangit kadang kayak ilalang tumbuk bau ceramellanya ceramide cium skincare gabung ceramidetremella jujur tidak enak banget untung aplikasi tidak cium tekstur terang cream aplikasiin jari massage sebentar tidak whitecase tidak pilling hasil tipically chemical sunscreen finish dewy basah pakai gerah kusam alhamdulillah kulit kering kondisi nyaman pakai makeup mungkin kulit oily suka finishnya,negative
originote sunscreen,Ratiharfh,produk ringan gampang diblend finish bagus tidak lengket tidak gerah tidak oksidasi sayang pedih banget kena mata wudhu tidak sengaja ngucek mata pedih banget,negative
originote sunscreen,Nurrahmatun,overhype turut minyak jafinya kusam perih banget tidak pakai mata bilas pas wudhu aduh perih banget telah kulit asa kering tarik packagingnya ok simple kandung bagus its just not for me,negative
ponds moisturizer,bumboomie,coba beli moist apply muka agak merah panas banget pakai wangi wangi enak sayang banget yah tidak cocok banget repurchase definitely tidak,negative
ponds moisturizer,gojostar,keluh okay let me tell truth pakai lembab bikin glowing asli tidak timbul jerawat wangi strong tidak pakai pakai gatau tibatiba produk sebab kulit adang kulit yang timbul jerawat komedo merah bekas susah hilang maaf i dont love anymore serius kesel tertawa,negative
ponds moisturizer,azzaahraa,muka tipe sensitif pakai keluar fungal acne jerawat pasir jidat nambah jerawat samping hidung pakai radang gatau gacocok parfumenya kuat wangi banget permen sugus maybe kandung vit cnya tekstur gel bening oranye gampang banget diblend efek melembabkannya banget pakai pakai serum biar lembab repurchase tidak coba varian watermelon,negative
ponds moisturizer,karinasha,gacocok make milih varian orange oke oke selang muncul jerawat kecil jerawat stop coba jerawat mutusin stop tidak coba jerawat suka bau satu suka moisturizer tekstur geltocream cepat nyerep sayang tekstur kaya tidak lembab kulit,negative
ponds moisturizer,bobaaxx,love and hate produk makenya pas malam kemas lucu harga murah bau wangi jeruk banget tidak bikin pusing ngempesin jerawat mudarin bekas jerawat cepat ngeresap bikin muka benerbener lembab makenya dikit tidak suka pagi muka kusam kayak gosong loh pakai muka cerah tidak enak banget lihat pas ngaca harap banget produk repurchase tidak kayak makenya pas jerawat mubazir,negative
ponds moisturizer,dhydhy,wangi sengat sukatekstur gel agak bening beneran bikin lembab agak glowing tapibikin muka jerawat beruntus merah jugaterus gatelllll watermelon oke kulit tidak gatel pas resap iniiii resap gatelnya tidak nahan bagi gatel timbul jerawat pakai parah stop pakai tidak cocok vit c pakai tangan repurchase big tidak,negative
ponds moisturizer,janett,bau sengat tekstur ringan mudah serap sayang banget tidak cocok pakai beruntus area benar tidak beruntus gapernah jerawat batu tibatiba muncul habis pakai,negative
ponds moisturizer,sofiahdynt,cintaaa banget wangi subhanallah efek astaghfirullah awal pakai rasa agak panas muka tetep jalan pakai muncul jerawat tidak undang sayang banget ponds jodoh,negative
ponds moisturizer,putriintan_okt,hype masa aku penasaran tekstur gel ringan mudah blend wangi enak memang dasar sulit temu vitamin c cocok kulit sensitif bikin muncul jerawat bruntusan,negative
ponds moisturizer,Nainawa,pakai enak wangi seger pakai malam doang kandung vitamin c coba pakai terus wajah merah agak gerah pakai iniapa kit agak sensitif cocok bikin iritasi,negative
ponds moisturizer,ttiaraxoxo23,ponda moist semangka favorit mah gara gara sold out nyobain varian jeruk melembabkan oke tidak efek brightening make moist malam doang siang moist sunscreen make bangun tidur whitehead gatau beneran whitehead jerawat kecil,negative
ponds moisturizer,yayaa88,tekstur gel aroma sengat dry sensitive pakai pelembab iritasi mungkin kandung jeruk nyaaku pakai jerawat pakai watermelon cocok cocok,negative
ponds moisturizer,bumboomie,coba beli moist apply muka agak merah panas banget pakai wangi wangi enak sayang banget yah tidak cocok banget repurchase definitely tidak,negative
ponds moisturizer,chintyachristina,pelembab tekstur gel cepat resap wajah wangi jeruk wangi segar melembabkan wajah sayang pakai muncul jerawat muka cocok pelembab,negative
ponds moisturizer,dyadydy,make malam bsknya muka kusem awal make ngerasa oily banget hm nyaranin tmnku make tekstur ringan sihmkny saranin tmnku suka sam mois lengket,negative
ponds moisturizer,thebee,moisturizer harga tidak nyampe ribu tidak dilewatin ponds brand drugstore alam dunia skincare buka kemas aroma bikin pusing kenceng banget aroma enak permen sugus kenceng lho sayang formula enak ringan tidak suka skincare aroma strong tidak masalah strong fragrance mungkin coba tekstur ringan tidak tinggal lengket harga affordablevarian orange nectar lengkap vitamin c fungsi antioxidants cerah kulit,negative
ponds moisturizer,dhydhy,wangi sengat sukatekstur gel agak bening beneran bikin lembab agak glowing tapibikin muka jerawat beruntus merah jugaterus gatelllll watermelon oke kulit tidak gatel pas resap iniiii resap gatelnya tidak nahan bagi gatel timbul jerawat pakai parah stop pakai tidak cocok vit c pakai tangan repurchase big tidak,negative
ponds moisturizer,Falenzhk,coba coba produk ponds gacocok awal pakai tu cekit kulit jerawat jerawat bukan calm nyebar sanasini stop pakai ternayata kandung alkohol bikin kulit adang kulit yang timbul jerawat komedo merah,negative
ponds moisturizer,linataurian,iseng beli pas adik kan harga murah banget greasy tidak nyaman tekstur bikin gerah ughh sayang tekstur tidak enak tutup manfaat gatau ngefek tidak janji bungkus tumpuk lagi skincare tidak kepake,negative
ponds moisturizer,gojostar,keluh okay let me tell truth pakai lembab bikin glowing asli tidak timbul jerawat wangi strong tidak pakai pakai gatau tibatiba produk sebab kulit adang kulit yang timbul jerawat komedo merah bekas susah hilang maaf i dont love anymore serius kesel tertawa,negative
ponds moisturizer,janett,bau sengat tekstur ringan mudah serap sayang banget tidak cocok pakai beruntus area benar tidak beruntus gapernah jerawat batu tibatiba muncul habis pakai,negative
ponds moisturizer,karinasha,gacocok make milih varian orange oke oke selang muncul jerawat kecil jerawat stop coba jerawat mutusin stop tidak coba jerawat suka bau satu suka moisturizer tekstur geltocream cepat nyerep sayang tekstur kaya tidak lembab kulit,negative
ponds moisturizer,elninvtsr,suka wangi segerr orange tekstur gel cepat resap pas pakai malam besok pagi kilang minyak banget neng banget moist kulit oily,negative
ponds moisturizer,kurniaashari,gila wangi orange nyengat banget bikin mual saking keras manis tekstur watery gel cepat serap kulit pagi oke tidak bikin wajah cepat minyak malam banget ngelembabin wajah efek rasain tidak,negative
ponds moisturizer,angginary,aroma wangi segar dg aroma jeruk tidak efek toneupnya lumayan lembap tidak efek bo negatif susah serap kasih efek kilap kusam aplikasiin pakai malam sptnya bagus,negative
ponds moisturizer,bobaaxx,love and hate produk makenya pas malam kemas lucu harga murah bau wangi jeruk banget tidak bikin pusing ngempesin jerawat mudarin bekas jerawat cepat ngeresap bikin muka benerbener lembab makenya dikit tidak suka pagi muka kusam kayak gosong loh pakai muka cerah tidak enak banget lihat pas ngaca harap banget produk repurchase tidak kayak makenya pas jerawat mubazir,negative
ponds moisturizer,jennangelinaa,beli iseng nyobain nemu moisturizer cocok sizenya mini harga affordable tekstur gelcream x pakai tidak cocok muncul jerawat stop coba pakai jerawat muncul so this products not for me suka fragnance kuat banget agak ganggu,negative
ponds moisturizer,azzaahraa,muka tipe sensitif pakai keluar fungal acne jerawat pasir jidat nambah jerawat samping hidung pakai radang gatau gacocok parfumenya kuat wangi banget permen sugus maybe kandung vit cnya tekstur gel bening oranye gampang banget diblend efek melembabkannya banget pakai pakai serum biar lembab repurchase tidak coba varian watermelon,negative
ponds moisturizer,Ines_,excited bgtt pakai produk ponds ini reviewnya lumayan baguss pakai nyerahin pakai bruntusan jidad kesini beruntus muka repurchace big tidak,negative
ponds moisturizer,afucekado,produk ngerasa cocok ringan wajah tidak bikin minyak melembabkan pakai ngerasa beruntus daerah rahang pipi gapernah beruntusanjerawatan daerah situ tetep paksain pakai parah stop baik memang tidak alkohol jahat fragrance fungal acne safe,negative
ponds moisturizer,desides,suka banget packagingnya imut tidak cocok tekstur gel cream efek dingin pas pakai pakai malam pakai nambah minyak muka munculah jerawat jahat jerawat batu pipi pakai hari stop sayang tidak pakai hand cream wangi enak manis,negative
ponds moisturizer,DillaRaffike,beli lihat review fd bilang bagus tidak cocok bikin beruntus ampun sedih padhal lembab in formula ringan tidak repurchase cari,negative
scarlett serum,Aviazzahraa,maaf scarlett tidak cocok pakai pakai hampir tidak ada uang ubah kulit jerawat tidak mempan muncul tidak kasih efek muka tekstur cair cepat resap tidak ada uang bau fragrancenya,negative
scarlett serum,rinichen22,iklan doang heboh produk b serius awal produk viral beli repurchase tidak ubah serius wajah acne prone price murah affordable tidak efek stop konsumers tidak usa pancing barang viral coba influencer ba keren segitu produk bagus,negative
scarlett serum,Iampebi,pakai tidak pengaruh bikin jerawat kempes henti tumbuh jerawat lumayan cerah i dont think its recommended at a price that is quite expensive but results are not very effective,negative
scarlett serum,arifarchm,serum kategori murah riah cocok kantong ajar tekstur cair ringan tidak bau sayang kaya tidak ngefek pakai kaya lembab lembabnya tidak bikin jerawat reda mungkin pola hidup sehat,negative
scarlett serum,jovancaclarisa,cocok maaf scarlett jujur serum coba efek bikin jerawat tumbuh kayak pakai serum pimple on off on off bingung kayak mudar muncul sisi mungkin cocok tetep habis cek beneran tidak iyaa gapapa nama skincare cocok,negative
scarlett serum,litasandrina,pilih tidak for recommendation gatau kan acne serum acne scarlett acne serum bikin nimbulin jerawat sembuh muncul mikir yaudalah gapapa coba coba muka coba totol jerawat tetep nolak muka giur beli kandung centella asiatica salicylic acidnya tea tree kayak sheetmask benerbener masalah tea tree ingredients tea tree lebih baik gausah coba takut redness acne active gaenak banget seginharga serum scarlett packagingnya kaca aplikatornyabsudah pipet coba banget cocok holygrail muka wish luckkkkkkk,negative
scarlett serum,totantooo,wajah oily milik kulit sensitif acne prone skin i dont recommended this one based on my personal experience pakai muka merahmerah efek cekat cekit reaksi bedabeda kulit tidak disamain,negative
scarlett serum,adelia_shu,pakai gatel muncul jerawat trus bruntusan tetep pakai ikut gatel muka tangan parah jerawat bruntusannya tidak cocok belium tidak cocok coba,negative
scarlett serum,Nabnurs,bikin jerawat anjirr menang banget mah sekali jerawat mendem reaksi negatif pakai serum tea treenya extractoilleafwater gabisa tekstur ringan agak lengket dikit hmmm tidak alergi mungkin cocok tidak gacocokkk,negative
scarlett serum,FiandaMS,tidak pengaruh bikin jerawat niat pakai ngilangin jerawat tekstur effortless blend tidak ada uang scent gimanagimana harga affordable gampang ditemuin tidak cocok,negative
scarlett serum,jeaniceee,agak bingung produk bikin jerawat kempes nimbulin jerawat jerawat hilang tidak muncul jerawat maybe tidak cocok,negative
scarlett serum,Sheren_Carissa,awal nyobain insecure jerawat pakai minggu radang berhentiin pakai usaha nyembuhin jerawat radang harga ajar lumayan nabung,negative
scarlett serum,yolandafeliciaa,nyoba penasaran banget product scatlett tidak harap harga jangkau benar bukan bikin jerawat baik pakai adang kulit yang timbul jerawat komedo merah mungkin ingredients tidak cocok kulit,negative
scarlett serum,naanrhdyh,beli penasaran kan viral coba kulit rewel jerawat susah hilang sayang tidak cocok tidak ngefek kulit jerawarku kaya tekstur serum super cair pakai wangi ajasi buat kaya wangi kimia,negative
scarlett serum,rahajengk_,beli iseng penasaran suka cocok tekstur cair air bening aroma ganggu mudah serap kulit acneprone tidak cocok timbul jerawat rawat jerawat,negative
scarlett serum,RaionChan,tidak ngefek banget bruntusan parah jerawat habis tube tidak ada uang efek tidak repurchase tidak ngerekomendasiin produk lumayan heran dirutinin,negative
scarlett serum,siapa_ya,serum bagus awalawal pakai nampol banget jerawat kecilkecil minus jerawat silih ganti dtgnya tekstur mudah apply bau tidak ganggu harga masuk kantong,negative
scarlett serum,pupudiary,mudah serap aroma tidak ganggu efek whiteningnya tidak jerawat cepat kempes pakai pakai muncul jerawat merah sakit banget pipi ohya pakai pakai toner secret key serum lihat efek,negative
